Type,Name,Total Population,Male,Female,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 34,35 to 44,45 to 54,55 to 59,60 to 64,65 to 74,75 to 84,Over 85,Median age,Households,Households with kids,Households with senior citizens,Avg household size,Avg family size,Total Housing Units,Occupied Housing Units,Vacant Housing,Rental or Vacation Housing,Owner-occupied Housing,Renter-occupied Housing
A,Goshen town,406,186,220,25,32,26,27,20,52,61,42,26,27,44,19,5,38.2,179,53,54,2.27,2.9,214,179,35,8,127,52
S,Great Falls CDP,8549,4332,4217,533,772,778,584,199,497,1391,1817,781,472,470,210,45,42.1,2785,1272,522,3.07,3.23,2852,2785,67,13,2648,137
S,Greenville CDP,886,574,312,27,36,51,42,57,175,197,128,33,38,64,30,8,37.1,234,85,72,2.66,2.95,251,234,17,3,202,32
A,Gretna town,1257,535,722,46,72,72,61,39,120,153,149,74,78,181,141,71,50,569,140,243,2.06,2.75,635,569,66,0,314,255
A,Grottoes town,2114,1000,1114,166,165,156,133,110,363,356,273,90,71,134,86,11,34.2,861,342,189,2.46,2.98,894,861,33,1,616,245
S,Groveton CDP,21296,10583,10713,1611,1512,1330,1230,1363,3744,4036,3093,938,665,935,646,193,34.7,8076,2904,1381,2.63,3.17,8275,8076,199,16,4568,3508
A,Grundy town,1105,523,582,39,80,140,127,48,96,141,149,50,51,99,56,29,37,405,97,141,2.28,2.72,519,405,114,9,262,143
A,Halifax town,1389,692,697,61,84,66,92,74,156,236,184,85,86,142,100,23,42.3,523,144,172,2.29,2.83,583,523,60,3,391,132
A,Hallwood town,290,146,144,21,37,21,23,12,42,35,34,16,13,18,14,4,32,100,41,29,2.9,3.38,121,100,21,3,75,25
A,Hamilton town,562,262,300,46,43,45,32,18,72,115,91,38,17,22,14,9,37.2,216,95,35,2.6,3.05,224,216,8,1,180,36
S,Hampden Sydney CDP,1264,1053,211,30,35,26,380,510,49,72,57,18,25,36,18,8,20.7,167,59,48,2.46,2.88,184,167,17,4,113,54
A,Hampton city,146437,72579,73858,9242,10073,10309,11242,13013,21662,25880,18133,6388,5352,8503,5305,1335,34,53887,19817,11038,2.49,3.02,57311,53887,3424,285,31570,22317
A,Harrisonburg city,40468,19171,21297,1905,1715,1612,6449,11108,4584,3992,3251,1175,910,1740,1456,571,22.6,13133,3320,2373,2.53,3,13689,13133,556,37,5125,8008
A,Haymarket town,879,462,417,96,83,60,36,42,177,195,87,32,39,19,11,2,32.5,321,147,24,2.74,3.21,337,321,16,3,236,85
A,Haysi town,186,83,103,11,6,12,18,7,15,31,29,11,10,20,12,4,42.3,80,23,28,2.33,2.84,99,80,19,6,64,16
A,Herndon town,21655,11413,10242,1711,1671,1525,1522,1642,4161,4132,3210,751,481,545,246,58,31.5,6962,3103,673,3.11,3.54,7190,6962,228,76,4585,2377
S,Highland Springs CDP,15137,6914,8223,1168,1306,1218,1089,902,2260,2445,2060,671,480,801,559,178,33.5,5788,2513,1105,2.59,3.03,6040,5788,252,8,3759,2029
A,Hillsboro town,96,44,52,5,8,4,5,5,11,16,13,11,5,6,6,1,41,39,11,12,2.46,2.75,41,39,2,2,30,9
A,Hillsville town,2607,1191,1416,139,132,136,141,194,295,325,368,162,107,304,199,105,43.3,1207,305,421,2.11,2.71,1352,1207,145,21,676,531
S,Hollins CDP,14309,6258,8051,656,838,784,976,806,1595,1906,2054,784,710,1439,1195,566,43,5722,1619,1908,2.26,2.8,5947,5722,225,19,4115,1607
A,Honaker town,945,426,519,45,74,57,66,55,122,146,155,55,41,69,45,15,38.8,392,129,106,2.41,2.98,445,392,53,3,282,110
A,Hopewell city,22354,10447,11907,1667,1777,1588,1509,1466,3162,3235,2659,1134,891,1747,1136,383,35,9055,3304,2331,2.43,2.94,9749,9055,694,16,5067,3988
S,Horse Pasture CDP,2255,1081,1174,114,132,148,132,93,253,369,317,163,140,240,129,25,42.1,957,285,293,2.36,2.83,1021,957,64,5,792,165
S,Huntington CDP,8325,4201,4124,384,321,251,219,740,2135,1463,1181,450,318,463,333,67,35.6,4615,617,689,1.8,2.75,4860,4615,245,107,1650,2965
A,Hurt town,1276,596,680,72,81,70,83,59,165,197,159,89,75,140,72,14,40.6,541,171,167,2.36,2.8,592,541,51,1,452,89
S,Hybla Valley CDP,16721,8060,8661,1290,1206,1219,1035,1119,2791,2728,2160,820,607,986,620,140,33.8,6362,2333,1242,2.61,3.18,6515,6362,153,10,3303,3059
S,Idylwood CDP,16005,8025,7980,1037,856,795,727,1237,3949,2804,2248,708,493,640,433,78,33.3,6560,1865,878,2.44,3.04,6727,6560,167,70,3323,3237
A,Independence town,971,436,535,39,31,38,52,49,96,109,111,50,59,130,145,62,51.3,426,86,193,1.98,2.73,497,426,71,17,232,194
A,Iron Gate town,404,198,206,12,27,14,26,21,38,59,59,24,28,57,31,8,46.2,185,41,72,2.18,2.73,197,185,12,1,154,31
A,Irvington town,673,298,375,18,23,32,28,9,24,65,79,40,43,108,121,83,62.8,240,52,111,2.19,2.61,325,240,85,56,208,32
A,Ivor town,320,153,167,13,19,21,19,13,29,49,40,31,17,35,29,5,44.4,135,40,54,2.37,2.78,152,135,17,1,103,32
A,Jarratt town,589,273,316,45,37,32,31,30,72,87,82,33,36,47,42,15,40.7,271,85,82,2.17,2.71,293,271,22,4,190,81
S,Jefferson CDP,27422,13771,13651,1887,1703,1511,1421,1778,5512,4973,3770,1382,1019,1359,926,181,34.8,10016,3248,1893,2.74,3.3,10227,10016,211,33,6586,3430
S,Jolivue CDP,1037,442,595,33,51,57,62,44,149,165,135,42,40,114,112,33,42.4,551,108,213,1.88,2.76,594,551,43,6,222,329
A,Jonesville town,995,464,531,67,38,48,47,64,121,125,148,41,64,126,86,20,44.2,497,118,181,1.91,2.66,565,497,68,11,254,243
A,Keller town,173,82,91,13,7,10,8,10,27,34,16,7,10,12,13,6,40.2,77,20,25,2.25,2.78,90,77,13,1,56,21
A,Kenbridge town,1253,630,623,65,70,73,123,66,152,136,177,86,62,112,95,36,41,529,140,187,2.24,2.83,579,529,50,6,371,158
S,Keokee CDP,316,165,151,13,19,33,17,18,38,50,51,13,18,26,16,4,39.6,128,50,39,2.47,3.02,147,128,19,3,108,20
A,Keysville town,817,330,487,44,59,41,40,32,86,106,89,40,34,94,92,60,45.1,359,99,133,2.03,2.79,398,359,39,5,181,178
A,Kilmarnock town,1244,507,737,49,70,70,59,39,102,138,124,68,60,159,191,115,52.5,547,139,246,1.99,2.66,607,547,60,8,340,207
A,La Crosse town,618,274,344,38,34,46,38,39,68,99,70,48,27,59,42,10,40.1,263,84,87,2.29,2.9,314,263,51,6,173,90
S,Lake Barcroft CDP,8906,4340,4566,545,527,482,379,371,1235,1418,1508,586,420,699,601,135,41.8,3589,1016,1017,2.48,2.97,3673,3589,84,22,2666,923
S,Lake Monticello CDP,6852,3295,3557,487,499,436,271,178,997,1128,789,390,426,928,282,41,39.4,2754,925,807,2.49,2.77,2950,2754,196,102,2486,268
S,Lake Ridge CDP,30404,14598,15806,2218,2420,2726,2347,1560,4566,5880,5012,1431,723,738,585,198,33.7,10980,4928,1114,2.76,3.21,11265,10980,285,17,7983,2997
S,Lakeside CDP,11157,5201,5956,673,674,595,472,588,1884,1933,1408,556,414,847,824,289,38.4,4982,1333,1356,2.19,2.8,5177,4982,195,10,3455,1527
S,Laurel CDP,14875,7183,7692,914,820,769,833,1256,3114,2616,1758,613,551,897,595,139,34.1,6288,1853,1108,2.24,2.87,6522,6288,234,22,3663,2625
S,Laurel Park CDP,781,364,417,51,55,55,45,62,110,125,126,69,32,39,8,4,35.9,331,127,38,2.36,2.87,342,331,11,1,204,127
A,Lawrenceville town,1275,553,722,52,51,62,247,232,114,109,150,45,37,88,70,18,24.7,376,108,137,2.35,3.16,459,376,83,3,219,157
S,Laymantown CDP,2034,988,1046,102,134,162,121,51,174,333,360,159,146,196,71,25,43.5,762,270,197,2.67,2.91,794,762,32,3,740,22
A,Lebanon town,3273,1535,1738,164,181,170,210,216,413,442,430,206,193,322,221,105,41.2,1420,386,448,2.14,2.76,1548,1420,128,5,883,537
A,Leesburg town,28311,13907,14404,2776,2520,1996,1482,1353,5172,5829,3560,1145,739,885,590,264,33.1,10325,4472,1145,2.69,3.2,10671,10325,346,48,7008,3317
A,Lexington city,6867,3791,3076,205,195,213,1302,1683,528,470,620,268,257,529,419,178,23.3,2232,447,751,2.06,2.76,2376,2232,144,13,1225,1007
S,Lincolnia CDP,15788,8047,7741,1262,1130,1004,949,1209,2806,2761,2218,683,511,694,453,108,33.3,5166,2074,884,3.03,3.45,5255,5166,89,10,2757,2409
S,Linton Hall CDP,8620,4288,4332,1233,864,660,392,281,2021,1968,780,174,93,109,36,9,30.3,2733,1597,101,3.12,3.34,2851,2733,118,2,2657,76
S,Loch Lomond CDP,3411,1762,1649,271,301,268,254,166,471,605,463,201,151,198,52,10,34.6,1048,485,190,3.25,3.51,1063,1048,15,0,971,77
S,Lorton CDP,17786,9891,7895,1338,1379,1186,906,1180,3816,4218,2444,547,310,267,140,55,32.9,5663,2534,316,2.68,3.21,5892,5663,229,15,3596,2067
A,Louisa town,1401,629,772,102,96,97,75,88,185,214,140,67,62,108,113,54,37.7,584,190,171,2.25,2.93,620,584,36,1,226,358
A,Lovettsville town,853,403,450,70,68,74,59,32,126,156,134,33,19,38,36,8,34.8,318,134,66,2.68,3.19,325,318,7,0,252,66
S,Low Moor CDP,367,187,180,19,25,25,19,11,49,62,57,15,19,34,30,2,40.8,150,53,55,2.45,2.91,161,150,11,1,123,27
A,Luray town,4871,2269,2602,267,325,309,290,212,610,704,555,289,274,514,353,169,40.7,2037,641,688,2.31,2.85,2191,2037,154,17,1322,715
A,Lynchburg city,65269,29841,35428,3817,4102,4192,5796,6644,7972,8530,8094,2923,2554,4888,3989,1768,35.1,25477,7868,7167,2.3,2.92,27640,25477,2163,134,14914,10563
S,Lyndhurst CDP,1527,750,777,80,80,133,111,63,169,248,238,122,83,116,58,26,40.3,580,201,147,2.61,3,602,580,22,4,509,71
A,McKenney town,441,226,215,25,29,18,27,25,55,65,64,25,25,32,35,16,42.1,167,56,62,2.43,3.11,183,167,16,3,113,54
S,McLean CDP,38929,18748,20181,2290,2768,2969,2373,1044,3022,6111,7282,2948,1896,3183,2392,651,43.4,14374,5362,4284,2.7,3.05,14735,14374,361,91,12248,2126
A,Madison town,210,99,111,7,13,12,13,9,26,27,28,9,10,32,14,10,44.6,109,29,45,1.93,2.65,115,109,6,2,50,59
S,Madison Heights CDP,11584,5547,6037,673,702,756,671,620,1534,1840,1736,666,627,1041,576,142,39.5,4451,1529,1242,2.45,2.88,4656,4451,205,12,3232,1219
A,Manassas city,35135,17868,17267,3020,3053,2776,2509,2486,6116,6464,4589,1348,872,1086,599,217,31.3,11757,5348,1325,2.92,3.39,12114,11757,357,29,8203,3554
A,Manassas Park city,10290,5242,5048,1024,906,810,691,660,2130,1994,1049,324,260,311,108,23,30.3,3254,1633,357,3.16,3.47,3365,3254,111,4,2560,694
S,Mantua CDP,7485,3598,3887,425,483,592,444,302,567,1097,1290,449,352,522,533,429,43.7,2627,996,830,2.7,3.15,2723,2627,96,11,1852,775
A,Marion town,6349,2974,3375,319,327,339,447,417,749,900,818,371,350,648,475,189,41.6,2647,704,937,2.13,2.76,2865,2647,218,10,1515,1132
A,Martinsville city,15416,6966,8450,867,969,1020,940,762,1778,2332,2020,789,760,1492,1197,490,40.8,6498,2001,2136,2.27,2.89,7249,6498,751,22,3914,2584
S,Massanutten CDP,1945,975,970,138,127,141,105,77,282,402,326,82,80,136,47,2,37.4,751,286,132,2.59,2.91,1051,751,300,274,657,94
S,Matoaca CDP,2273,1077,1196,147,179,194,140,98,279,397,327,111,82,162,126,31,37.7,866,337,232,2.62,3.03,911,866,45,1,702,164
S,Max Meadows CDP,512,241,271,27,25,28,43,33,66,67,93,33,16,58,15,8,41.4,206,66,59,2.49,2.91,235,206,29,6,183,23
S,Mechanicsville CDP,30464,14660,15804,2126,2389,2362,1882,1191,4567,5672,4181,1569,1110,1926,1156,333,36.2,11607,4816,2377,2.61,3,11915,11607,308,14,9486,2121
A,Melfa town,450,205,245,32,32,19,33,26,61,73,61,19,17,41,27,9,38,183,65,57,2.46,2.93,205,183,22,3,144,39
S,Merrifield CDP,11170,5650,5520,790,625,442,529,938,2803,1962,1574,486,333,458,187,43,32.8,4396,1316,532,2.54,3.06,4534,4396,138,29,2218,2178
S,Merrimac CDP,1751,789,962,90,93,77,64,170,276,214,148,64,57,132,212,154,39.9,889,178,310,1.82,2.76,934,889,45,2,332,557
A,Middleburg town,632,266,366,36,29,25,29,25,82,104,74,52,39,58,65,14,44.2,322,75,107,1.96,2.57,364,322,42,16,168,154
A,Middletown town,1015,479,536,63,96,79,59,59,140,194,132,43,33,56,47,14,35.5,409,157,89,2.48,2.96,432,409,23,5,284,125
A,Mineral town,424,212,212,26,30,23,33,22,52,63,61,25,16,36,30,7,39.5,172,60,55,2.47,3.09,196,172,24,3,119,53
S,Montclair CDP,15728,7742,7986,1159,1414,1582,1337,681,1923,3136,2795,788,382,368,139,24,34,5084,2731,406,3.09,3.35,5184,5084,100,9,4373,711
A,Monterey town,158,65,93,6,3,9,5,2,9,18,33,13,11,17,27,5,53.4,90,15,37,1.76,2.48,141,90,51,32,56,34
S,Montrose CDP,7018,3180,3838,548,590,499,475,535,1107,1203,911,257,210,361,252,70,32.7,2924,1136,546,2.4,2.97,3081,2924,157,9,1556,1368
A,Montross town,315,132,183,12,20,18,14,9,25,48,44,26,21,40,28,10,48.5,151,40,59,2.05,2.59,164,151,13,4,123,28
A,Mount Crawford town,254,124,130,8,12,22,23,10,28,57,29,14,16,15,17,3,40,104,33,24,2.44,2.81,109,104,5,0,64,40
A,Mount Jackson town,1664,821,843,121,128,107,103,106,227,264,211,69,65,141,101,21,36.4,667,228,204,2.49,3.01,718,667,51,3,431,236
S,Mount Vernon CDP,28582,13870,14712,2079,2117,2078,1838,1656,4119,5152,4317,1490,1156,1549,897,134,35.8,10575,4032,1841,2.7,3.16,10926,10575,351,27,6777,3798
A,Narrows town,2111,970,1141,131,135,134,132,103,284,313,251,142,98,180,169,39,39.4,890,281,283,2.35,2.9,971,890,81,6,690,200
A,Nassawadox town,572,256,316,36,27,31,27,22,38,46,68,20,23,78,76,80,53.5,186,55,85,2.33,2.93,207,186,21,6,124,62
A,New Castle town,179,81,98,17,11,8,10,17,23,19,20,14,11,21,5,3,36.8,85,24,20,2.11,2.73,93,85,8,1,44,41
S,Newington CDP,19784,9695,10089,1470,1679,1590,1343,811,2537,3859,3520,1056,582,596,519,222,36.3,6710,3063,972,2.93,3.28,6793,6710,83,5,5264,1446
A,New Market town,1637,773,864,88,80,89,85,95,203,218,220,108,93,187,138,33,43.3,737,179,261,2.13,2.72,808,737,71,18,408,329
A,Newport News city,180150,87178,92972,14228,14404,13457,13136,14930,28448,29485,20773,7375,5761,9758,6515,1880,32,69686,27420,13222,2.5,3.04,74117,69686,4431,226,36513,33173
A,Newsoms town,282,120,162,13,19,12,26,10,34,43,37,15,13,24,28,8,41.5,124,37,50,2.27,2.9,141,124,17,5,87,37
A,Nickelsville town,448,196,252,31,29,22,31,29,47,50,75,24,19,45,32,14,42.9,184,55,60,2.33,2.97,210,184,26,1,112,72
S,Nokesville CDP,1236,621,615,61,73,119,105,52,113,208,203,108,57,84,48,5,40.7,439,167,99,2.82,3.09,462,439,23,2,364,75
A,Norfolk city,234403,119830,114573,16546,16508,15072,18926,31983,36620,33569,25010,8143,6494,12979,9693,2860,29.6,86210,30086,18877,2.45,3.07,94416,86210,8206,282,39238,46972
S,North Shore CDP,2112,1054,1058,51,68,91,68,52,148,241,401,268,228,352,125,19,53.6,994,169,336,2.12,2.44,1919,994,925,861,885,109
S,North Springfield CDP,9173,4608,4565,657,675,559,486,403,1277,1730,1297,505,379,703,440,62,37.7,3251,1219,827,2.82,3.19,3291,3251,40,9,2570,681
A,Norton city,3904,1757,2147,201,261,239,250,299,509,557,580,212,200,316,204,76,39,1730,516,456,2.23,2.88,1946,1730,216,1,967,763
S,Oak Level CDP,885,447,438,50,45,44,44,34,117,117,143,62,69,91,59,10,44.3,415,105,118,2.13,2.6,465,415,50,7,331,84
S,Oakton CDP,29348,14487,14861,1926,1931,1819,1706,1721,5000,5232,4874,1741,1188,1384,657,169,36.1,11118,3821,1564,2.63,3.08,11392,11118,274,77,7300,3818
A,Occoquan town,759,357,402,32,18,21,28,46,131,144,159,60,36,64,15,5,41.6,418,52,70,1.82,2.54,443,418,25,4,242,176
A,Onancock town,1525,679,846,87,80,98,91,71,130,200,226,68,73,179,164,58,45.3,656,184,276,2.19,2.82,733,656,77,27,411,245
A,Onley town,496,227,269,23,26,28,25,16,42,81,70,31,25,72,37,20,46.3,223,57,98,2.22,2.72,271,223,48,7,166,57
A,Orange town,4123,1907,2216,281,253,257,236,242,612,610,476,164,179,342,314,157,37.7,1607,547,499,2.28,2.87,1712,1607,105,7,809,798
A,Painter town,246,106,140,18,16,11,20,14,25,32,21,16,11,33,21,8,40.6,104,31,47,2.37,2.99,117,104,13,2,84,20
A,Pamplin City town,199,95,104,17,17,17,19,7,23,36,13,7,5,19,10,9,34.5,78,31,31,2.55,3.27,89,78,11,2,47,31
A,Parksley town,837,388,449,39,57,64,52,32,103,132,101,41,36,92,77,11,40.6,363,111,133,2.31,2.87,405,363,42,8,256,107
S,Patrick Springs CDP,2068,999,1069,125,128,131,145,97,267,300,293,155,123,143,136,25,39.5,872,281,231,2.37,2.83,966,872,94,20,681,191
A,Pearisburg town,2729,1282,1447,162,173,173,142,137,348,380,362,176,135,258,233,50,40.8,1219,362,419,2.23,2.77,1279,1219,60,6,834,385
A,Pembroke town,1134,543,591,65,80,69,55,51,181,173,146,66,56,102,62,28,37.9,491,150,151,2.31,2.89,520,491,29,3,369,122
S,Penhook CDP,726,363,363,28,42,38,33,23,58,108,111,84,59,111,24,7,48.6,308,73,99,2.36,2.65,694,308,386,356,271,37
A,Pennington Gap town,1781,799,982,99,101,105,94,94,210,243,247,114,90,176,157,51,42.5,811,210,279,2.15,2.84,950,811,139,3,448,363
A,Petersburg city,33740,15426,18314,2165,2433,2522,2226,2151,4393,4883,4460,1759,1501,2692,1897,658,36.9,13799,4667,3779,2.38,2.98,15955,13799,2156,23,7107,6692
A,Phenix town,200,95,105,5,7,11,21,14,19,25,31,10,10,29,16,2,44.3,78,22,34,2.56,2.89,94,78,16,0,66,12
S,Pimmit Hills CDP,6152,3117,3035,339,362,401,345,402,1070,1147,882,319,247,404,200,34,36.3,2258,730,487,2.72,3.2,2299,2258,41,6,1563,695
A,Pocahontas town,441,208,233,35,30,29,26,27,44,49,72,16,34,45,28,6,41.3,190,60,61,2.32,2.98,230,190,40,3,128,62
A,Poquoson city,11566,5789,5777,587,863,1051,876,463,1041,2052,1953,778,588,766,392,156,39.5,4166,1743,907,2.75,3.08,4300,4166,134,23,3503,663
A,Port Royal town,170,85,85,16,12,10,9,11,22,28,21,8,1,14,14,4,37,72,26,24,2.36,2.89,90,72,18,3,56,16
A,Portsmouth city,100565,48583,51982,7171,7294,7167,7337,8012,14105,15180,12369,4315,3761,6879,5422,1553,34.5,38170,13987,10167,2.51,3.05,41605,38170,3435,121,22356,15814
A,Pound town,1089,509,580,82,70,71,72,62,125,199,148,42,44,92,65,17,39,455,157,135,2.39,2.88,516,455,61,7,301,154
A,Pulaski town,9473,4428,5045,578,606,543,560,497,1287,1300,1345,543,480,863,667,204,40.3,4173,1224,1278,2.24,2.8,4517,4173,344,21,2465,1708
A,Purcellville town,3584,1734,1850,310,382,326,216,102,482,707,426,148,115,183,139,48,34.7,1253,603,253,2.84,3.28,1292,1253,39,5,972,281
A,Quantico town,561,309,252,46,34,24,23,55,97,126,72,20,17,27,14,6,35.1,295,64,44,1.9,3.02,359,295,64,3,50,245
S,Quantico Station CDP,6571,4030,2541,948,638,380,418,1702,1474,858,136,8,1,6,2,0,22.4,1389,1078,6,3.57,3.57,1645,1389,256,1,77,1312
A,Radford city,15859,7215,8644,561,547,592,2719,4605,1710,1392,1304,531,433,770,538,157,22.8,5809,1200,1099,2.25,2.78,6137,5809,328,30,2588,3221
S,Raven CDP,2593,1260,1333,169,182,157,160,167,372,376,384,172,126,204,101,23,37.3,1064,372,264,2.44,2.88,1219,1064,155,3,840,224
A,Remington town,624,287,337,51,52,47,39,49,98,118,83,27,17,25,14,4,32.9,238,93,37,2.6,3.02,255,238,17,2,106,132
S,Reston CDP,56407,27565,28842,3932,3526,3334,2803,2978,10353,10104,9311,3715,2228,2346,1206,571,36.2,23320,7294,2941,2.4,2.99,24210,23320,890,319,15557,7763
A,Rich Creek town,665,310,355,27,34,31,30,27,74,81,98,48,35,78,64,38,47.5,277,70,93,2.19,2.71,312,277,35,0,194,83
A,Richlands town,4144,1866,2278,218,211,243,267,239,493,654,643,208,201,439,261,67,41.4,1882,536,604,2.2,2.76,2137,1882,255,3,1292,590
A,Richmond city,197790,92068,105722,12376,12765,11713,13870,18386,32871,29841,24985,8208,6646,12843,9764,3522,33.9,84549,23459,19421,2.21,2.95,92282,84549,7733,249,39008,45541
A,Ridgeway town,775,359,416,42,60,59,53,30,94,121,108,50,62,59,30,7,38.9,310,112,80,2.5,3.01,327,310,17,0,256,54
A,Roanoke city,94911,44501,50410,6200,6381,5802,5072,5746,14400,14548,13098,4555,3549,7366,5996,2198,37.6,42003,12211,11180,2.2,2.86,45257,42003,3254,175,23637,18366
A,Rocky Mount town,4066,1868,2198,231,243,258,225,228,466,557,517,199,182,410,378,172,41.9,1698,492,598,2.21,2.87,1796,1698,98,9,1001,697
S,Rose Hill CDP,15058,7399,7659,1032,975,899,770,602,2240,2885,2500,961,643,942,539,70,38.4,5683,1950,1123,2.65,3.09,5783,5683,100,13,4670,1013
S,Rose Hill CDP,714,304,410,45,51,60,41,22,78,133,79,49,46,49,44,17,39.4,306,99,87,2.33,2.96,344,306,38,3,228,78
A,Round Hill town,500,251,249,52,47,39,26,17,61,104,71,18,26,16,19,4,35.8,173,79,32,2.89,3.22,177,173,4,0,144,29
A,Rural Retreat town,1350,635,715,83,77,93,83,102,178,196,168,77,73,123,77,20,38.4,570,186,170,2.37,2.84,629,570,59,6,440,130
S,Rushmere CDP,1083,540,543,69,63,54,70,39,101,207,184,84,55,91,47,19,42.2,435,141,115,2.49,2.95,529,435,94,56,346,89
S,Rustburg CDP,1271,666,605,53,89,88,79,71,193,216,168,67,70,120,44,13,37.4,474,159,126,2.41,3,518,474,44,1,353,121
A,St. Charles town,159,75,84,13,12,17,10,15,28,17,22,5,3,7,9,1,30.4,61,28,16,2.61,3.02,72,61,11,0,45,16
A,St. Paul town,1000,453,547,61,70,57,54,71,109,132,163,41,46,112,61,23,41.6,464,140,153,2.16,2.72,496,464,32,3,265,199
A,Salem city,24747,11677,13070,1212,1458,1546,1979,1857,2909,3708,3456,1328,1146,2182,1478,488,39.2,9954,3024,2811,2.32,2.84,10403,9954,449,41,6730,3224
A,Saltville town,2204,1040,1164,118,146,159,124,121,272,358,309,100,118,215,133,31,39.4,909,312,294,2.4,2.88,1003,909,94,5,700,209
S,Sandy Level CDP,689,315,374,49,40,59,58,47,103,83,98,33,37,43,33,6,34.1,256,106,64,2.69,3.22,277,256,21,3,211,45
A,Saxis town,337,162,175,7,22,14,19,12,31,52,54,19,19,44,31,13,47.3,148,34,64,2.28,2.71,193,148,45,22,127,21
A,Scottsburg town,145,68,77,15,11,12,9,6,24,19,18,7,6,7,11,0,33.8,56,24,13,2.59,3.13,64,56,8,3,37,19
A,Scottsville town,555,256,299,31,30,48,24,29,77,88,66,43,23,56,32,8,39.5,256,71,73,2.17,2.82,300,256,44,11,135,121
S,Selma CDP,485,247,238,22,38,45,18,22,63,58,66,26,31,57,36,3,40.8,196,63,72,2.47,3.01,217,196,21,2,167,29
S,Seven Corners CDP,8701,4522,4179,657,529,408,475,780,2007,1610,1082,369,246,326,168,44,32.3,3304,1056,430,2.62,3.3,3378,3304,74,17,1127,2177
S,Shawsville CDP,1029,516,513,82,74,67,58,70,177,148,149,62,39,67,25,11,33.9,431,163,80,2.39,2.79,443,431,12,0,339,92
A,Shenandoah town,1878,881,997,115,133,135,118,100,266,291,267,89,71,166,102,25,37.6,764,264,218,2.46,2.87,812,764,48,7,554,210
S,Sherando CDP,665,330,335,46,51,33,39,28,91,136,93,38,39,46,18,7,37.9,270,96,55,2.46,2.73,281,270,11,3,231,39
S,Short Pump CDP,182,94,88,12,14,16,11,7,22,39,19,3,11,10,16,2,36.5,69,24,18,2.64,3.3,77,69,8,0,51,18
A,Smithfield town,6324,2983,3341,453,475,492,416,311,730,1124,920,294,247,452,290,120,37.7,2438,997,582,2.55,2.95,2552,2438,114,14,1677,761
A,South Boston town,8491,3750,4741,566,568,554,502,391,979,1151,1165,477,389,759,675,315,41.2,3502,1151,1083,2.26,2.9,3946,3502,444,23,2134,1368
A,South Hill town,4403,1924,2479,269,299,270,288,229,514,644,570,197,245,435,295,148,39.9,1809,573,559,2.33,2.88,1988,1809,179,15,1056,753
S,Spotsylvania Courthouse CDP,3833,1907,1926,295,389,394,342,194,525,755,501,150,94,130,54,10,31.5,1233,677,154,3.11,3.42,1268,1233,35,2,1005,228
S,Springfield CDP,30417,15144,15273,2097,2034,1880,1784,1775,4939,5462,4488,1482,1077,1761,1325,313,36.2,10495,3796,2443,2.88,3.37,10832,10495,337,22,7464,3031
A,Stanardsville town,476,203,273,34,31,34,21,24,56,51,36,25,24,54,44,42,41.1,183,67,57,2.21,2.73,196,183,13,4,68,115
A,Stanley town,1326,619,707,82,89,86,105,85,185,186,146,83,68,108,87,16,36.9,562,179,172,2.36,2.95,598,562,36,1,313,249
S,Stanleytown CDP,1515,779,736,66,68,84,82,102,176,235,168,101,119,197,86,31,42.2,662,164,233,2.29,2.73,723,662,61,3,508,154
A,Staunton city,23853,11237,12616,1241,1285,1331,1652,1661,3104,3531,3345,1282,1121,2113,1601,586,39.8,9676,2663,2938,2.19,2.81,10427,9676,751,38,5939,3737
A,Stephens City town,1146,531,615,72,80,76,70,75,186,187,148,71,54,62,43,22,35.6,500,150,103,2.29,2.97,546,500,46,3,238,262
A,Stony Creek town,202,99,103,7,7,16,6,6,31,29,33,12,12,20,14,9,44.8,99,17,34,2.04,2.71,118,99,19,1,68,31
A,Strasburg town,4017,1874,2143,259,312,271,237,196,616,668,479,196,167,342,211,63,36.7,1773,588,486,2.27,2.87,1877,1773,104,6,924,849
A,Stuart town,961,443,518,53,54,65,73,59,100,146,103,65,53,82,84,24,40.1,449,124,152,2.09,2.85,516,449,67,5,224,225
S,Stuarts Draft CDP,8367,4036,4331,566,648,688,588,420,1152,1476,1158,434,330,522,288,97,36,3124,1286,619,2.66,3,3279,3124,155,10,2493,631
S,Sudley CDP,7719,3825,3894,613,654,651,513,488,1321,1385,1073,397,262,261,87,14,32.3,2640,1181,295,2.92,3.3,2703,2640,63,7,2113,527
A,Suffolk city,63677,30410,33267,4618,5076,5223,4269,3049,8514,11313,8505,3283,2559,3988,2496,784,36,23283,9713,5274,2.69,3.09,24704,23283,1421,70,16815,6468
S,Sugar Grove CDP,741,361,380,46,57,49,39,37,138,91,95,45,27,56,49,12,35.4,320,107,88,2.32,2.8,365,320,45,9,237,83
A,Surry town,262,130,132,19,12,19,15,14,31,56,34,14,8,13,24,3,39.1,109,36,29,2.4,2.83,119,109,10,3,77,32
A,Tangier town,604,304,300,30,29,50,33,28,53,94,106,30,39,72,32,8,42.7,244,78,89,2.48,2.94,270,244,26,8,227,17
A,Tappahannock town,2068,907,1161,103,162,130,115,129,287,271,235,97,97,197,157,88,38.7,857,265,246,2.23,2.91,946,857,89,32,500,357
